x,y,z,DateTime,ML,Iso.,Devi.,DC,CLVD,P-Axisscale,P-Axis Trend (°),P-Axis Plunge (°),T-Axisscale,T-Axis Trend (°),T-Axis Plunge (°),B-Axisscale,B-Axis Trend (°),B-Axis Plunge (°),Plane 1Strike,Plane 1Dip,Plane 1Dip Dir.,Plane 1Rake,Plane 2Strike,Plane 2Dip,Plane 2Dip Dir.,Plane 2Rake,User Tag,Step,Closure_Strain(%),Energy_Release(MJ/m3),DPE(MJ/m3),Elastic_Energy(MJ/m3),Volumetric_Strain(%),Sigma1(MPa),Sigma2(MPa),Sigma3(MPa),Sigma1-Sigma3(MPa),Sxx(MPa),Syy(MPa),Szz(MPa),Sxy(MPa),Sxz(MPa),Syz(MPa),Exx(MPa),Eyy(MPa),Ezz(MPa),Exy(MPa),Exz(MPa),Eyz(MPa),S1,S2,S3,SDip1,SDipDir1,SDip2,SDipDir2,SDip3,SDipDir3,SN1x,SN1y,SN1z,SN2x,SN2y,SN2z,SN3x,SN3y,SN3z,E1,E2,E3,EDip1,EDipDir1,EDip2,EDipDir2,EDip3,EDipDir3,EN1x,EN1y,EN1z,EN2x,EN2y,EN2z,EN3x,EN3y,EN3z
9639.9,16828.7,5808.6,2025-03-01 00:00:00,-1.25,0.19,0.81,0.63,-0.17,-50300000.0,319.41,30.53,75300000.0,151.76,58.88,23100000.0,52.64,5.46,32.2,15.3,122.2,68.8,234.0,75.8,324.0,95.6,1.0,76.0,0.00637836,0.00189782,1.4958e-14,-0.00171757,0.00653734,42.8076,29.3173,12.6384,30.1692,-29.614,-42.1397,-13.0096,1.97124,-0.822204,3.21002,1.48095e-05,2.63121e-05,2.42518e-05,4.09738e-05,-1.98925e-05,2.66612e-05,-42.80763754692292,-29.317268733775926,-12.63839371930114,6.316672972064663,351.111478278592,1.0869706133830574,260.9911409079883,83.58973538933137,161.26847141418156,-0.15357441337934877,0.981992728376414,-0.11002354734798828,-0.9874864125331015,-0.15655900229218658,-0.01897007811739956,0.03585365556946695,-0.1057334394461906,-0.9937479334142963,-3.794108089487268e-05,3.953086515635661e-05,6.37836157385161e-05,27.767686221167235,313.1402757747404,58.02657134262536,100.64947964737702,14.577365398647029,215.27026963501856,-0.6456544597338628,0.605044617827279,-0.4658876785921854,0.5204054306641649,-0.09785645751503061,-0.8482937589407659,-0.5588456910105146,-0.7901551266434017,-0.2516870467031033
9719.1,17025.2,5713.8,2025-03-01 00:00:00,-1.18,-0.24,0.76,0.52,0.24,-26100000.0,334.83,10.89,15600000.0,69.8,24.2,-10500000.0,222.48,63.17,110.0,64.9,200.0,170.1,204.3,81.0,294.3,25.4,1.0,76.0,0.0222971,0.00039303,-8.30336e-15,-0.00208177,0.00776591,53.4527,32.3692,17.8581,35.5945,-31.5548,-52.1159,-20.0092,-4.92328,5.42011,1.4979,0.000109566,1.62908e-06,-3.35364e-05,-0.000109395,0.000117426,-1.17277e-05,-53.45267016580531,-32.36913797846648,-17.85809185572824,4.697760149496194,13.808150394680354,21.286011306675395,105.64283530415643,68.15187840097606,271.9813272674938,0.23786980426604992,0.9678380135011317,-0.08189954725524637,0.8972679235441928,-0.2512449630950096,-0.36302374839406826,-0.37192503222709206,0.012866551269499761,-0.9281735948955377,-0.00012085153060081571,-2.4460594944622413e-05,0.00022297080554543826,44.453199127398996,52.24762997948028,36.58044614098843,188.97535466327966,23.136261065450405,297.46318221582544,0.5643941161344687,0.43703795921678235,-0.7003264266586131,-0.12527897385831901,-0.7931883488456479,-0.5959508553266126,-0.8159439076197573,0.42408733234929813,-0.3929191700070854
9719.7,16945.5,5709.2,2025-03-01 00:00:00,-1.16,0.1,0.9,0.78,0.12,-102000000.0,324.22,9.23,137000000.0,233.78,2.68,5070000.0,127.77,80.38,99.3,85.4,189.3,-171.6,8.7,81.6,98.7,-4.7,1.0,76.0,0.0428131,0.00458142,-6.62061e-14,-0.000992463,0.0157032,56.4236,31.2842,21.1565,35.2671,-31.3986,-56.0413,-21.4245,2.68321,1.11868,1.9388,0.000360915,-0.000201062,-2.82007e-06,0.000184596,8.80016e-05,-4.52251e-05,-56.42365470469472,-31.284161084921685,-21.156584210383595,2.9629228565295147,354.01188573198465,7.524963122593068,84.40362759976449,81.90642965400636,242.667688255225,-0.10418269370760984,0.9932140453111666,-0.05168971395214279,0.9866625237233088,0.09668003699794524,-0.13095814112160845,-0.12507210165251714,-0.0646438755235475,-0.9900394632263496,-0.00027407838387539477,2.9802304915622817e-06,0.00042813108338383206,14.556193325443179,161.81029082190818,72.47371133588915,16.501237292193565,9.549178440519563,254.31388376526985,0.3021443198444125,-0.9195337630541225,-0.2513294025562517,0.08553556932483775,0.28874034552600925,-0.953578879404214,-0.9494169138824279,-0.2666208383998629,-0.16589409924684134
9577.4,16839.5,5728.9,2025-04-01 00:00:00,1.74,-0.19,0.81,0.68,-0.13,-986000000000.0,312.62,1.37,544000000000.0,51.93,81.59,-124000000000.0,222.42,8.3,51.0,44.2,141.0,101.9,214.6,47.0,304.6,78.6,1.0,77.0,0.0257963,0.00312805,9.51969e-15,0.00311645,0.00430904,59.6604,26.7051,15.8967,43.7637,-24.7321,-57.8476,-19.6825,-3.57685,-3.7322,7.94864,0.000208986,-0.000130704,-3.51916e-05,-6.38191e-05,-8.12961e-05,0.000113919,-59.66038655032056,-26.70514236505225,-15.896671084627222,10.78746972988932,4.686520443639466,27.163626597330666,269.0758586695019,60.43501274811109,114.31242502058045,0.08026017798982002,0.9790439260348458,-0.18716648931717994,-0.8895906480030087,-0.014349726823412049,-0.4565332017780093,0.4496518462261993,-0.20314299454908366,-0.8697966089557957,-0.00020664865756392538,-8.223691058810362e-06,0.00025796274862273605,33.09906582997135,1.4893983493165592,49.64996892669155,221.37755163997986,20.354687841293025,105.48462683830144,0.02177419750654991,0.8374445953064068,-0.5460883024887405,-0.42797968974535366,-0.48583125652516457,-0.7621032576683101,0.9035260203715311,-0.25030888912555327,-0.3478306923437249
9555.1,16880.5,5719.2,2025-04-01 00:00:00,-1.01,0.07,0.93,0.84,-0.09,-150000000.0,127.19,4.64,166000000.0,4.37,81.49,19600000.0,217.77,7.12,43.8,50.0,133.8,99.3,209.5,40.8,299.5,79.1,1.0,77.0,0.0085593,0.00384582,1.90046e-14,-0.00114652,0.00342126,52.5546,33.4317,18.2937,34.261,-32.9179,-52.2628,-19.0992,1.02595,2.74235,2.95018,6.10086e-05,-6.89497e-06,-1.9901e-05,2.58015e-05,3.71913e-05,1.77141e-05,-52.554627712627145,-33.431661582622766,-18.29361070475008,4.847208179196974,357.6868600245698,11.09876001856253,88.64005451196951,77.86417776697017,244.46057280271805,-0.04021659469795271,0.9956116550175924,-0.08449886332981786,0.9810204240975153,0.02328940991165534,-0.19250072958172895,-0.18968804130580239,-0.09063683456022419,-0.9776519888009592,-3.67557976203781e-05,-1.4624623941231041e-05,8.55930515616091e-05,65.82497459864938,40.24060718441572,11.023974965720422,155.9615220144742,21.23173820673303,250.3022634928272,0.26455294508238697,0.31260646532833236,-0.9122987104469465,0.3998333320211025,-0.8964197233420546,-0.19121973278994303,-0.877579082392657,-0.31417968972911103,-0.3621409624836459
9603.6,16856.2,5722.2,2025-05-01 00:00:00,-1.2,-0.09,0.91,0.68,-0.24,-129000000.0,318.29,26.2,90600000.0,109.14,60.6,3830000.0,222.08,12.39,75.3,21.8,165.3,125.2,218.1,72.3,308.1,77.0,1.0,78.0,0.011228,0.000158154,-1.5745e-15,-0.00200806,0.00399041,50.8433,34.2359,18.8166,32.0267,-34.2496,-49.1034,-20.5429,0.466928,-0.0942455,7.23073,4.02791e-05,4.86268e-05,-4.90019e-05,1.39314e-05,-9.17722e-06,0.000100569,-50.84333695949689,-34.23596105245281,-18.816601988050266,13.421082513167626,358.31056940231394,0.44209401870133097,88.41606512719004,76.57136492677436,180.2680354569052,-0.028676720351899096,0.9722677252329571,-0.23210582969884652,0.9995881479000644,0.02764053475293279,-0.007715919665912148,-0.0010864104095073583,-0.23223150369599505,-0.9726599346141072,-0.00011347653933616784,4.110027147198178e-05,0.00011228026786418603,57.33324945435778,349.50311944253235,7.753535386366949,91.76363951477539,31.50810733485266,186.55131793255856,-0.09833307476341599,0.5307190495420014,-0.8418241484186629,0.9903881981610144,-0.030495084303163705,-0.13491207053752458,-0.09727190422188446,-0.8469990202394437,-0.5226192078009295
9556.1,16840.8,5772.0,2025-05-01 00:00:00,-0.93,0.2,0.8,0.51,-0.29,-223000000.0,342.64,23.45,318000000.0,135.97,64.11,127000000.0,248.09,10.36,93.0,23.4,183.0,116.9,244.1,69.2,334.1,78.9,1.0,78.0,0.00709446,0.00026699,3.08086e-14,-0.00113642,0.00279641,47.2537,30.4415,17.1384,30.1153,-30.4895,-46.9573,-17.3869,1.75771,1.15192,1.9485,4.69845e-05,1.31629e-06,-2.03366e-05,3.98791e-05,9.55024e-06,9.74461e-07,-47.25373973518705,-30.441518659304315,-17.138441605508596,3.4935700817350193,354.25351898726603,5.8166074949738675,84.60985000451944,83.20865514541342,233.4137366256944,-0.09994088092921118,0.9931256517745183,-0.060936525225282055,0.9904522703953389,0.09345351270324882,-0.1013446645469909,-0.09495325369786799,-0.0704831948116856,-0.9929833829734143,-2.5431597660229206e-05,-1.754874717183279e-05,7.094453483206198e-05,42.49111420760178,145.08410538674838,46.98357583618681,336.03975690039874,5.486074748423664,240.1315422941979,0.4220578809685818,-0.6046482535913645,-0.6754758578522427,-0.27704646546273415,0.6234203896852716,-0.7311581728321651,-0.86319893482726,-0.4957292680017759,-0.09560382711747051
9726.5,16922.5,5721.1,2025-06-01 00:00:00,-1.45,0.14,0.86,0.59,-0.27,-42800000.0,337.85,40.75,51300000.0,204.99,38.29,16400000.0,92.52,25.84,359.1,25.9,89.1,-3.1,91.9,88.7,181.9,-115.8,1.0,79.0,0.0519418,0.00758296,8.24131e-15,-0.00954186,0.0357329,45.6294,22.4106,8.04103,37.5884,-19.2662,-39.8016,-17.0133,12.0327,5.25873,5.44297,0.000272993,0.000164318,-7.99818e-05,0.000262669,0.000120031,7.36341e-05,-45.62941807189011,-22.410616814173075,-8.04106511393683,5.780788392595183,336.51973652721136,50.64306218108758,73.61027647317808,38.7629348498403,241.8570578774136,-0.39640693122295,0.9125330033118678,-0.10072270223254501,0.6083806436947927,0.17893759689627187,-0.7732104039616234,-0.6875569338286929,-0.3677837058429987,-0.6260995196136769,-0.00011737391035628423,-4.4715250375586286e-05,0.0005194183607318708,70.21695621677591,100.8906583206026,14.539730058101842,324.74837053117403,13.120391729886236,231.28263035447242,0.3323636456326154,-0.06394695268340533,-0.9409809744645763,-0.5586838973549986,0.7904717320208048,-0.2510512770576131,-0.7598728248187501,-0.609151235834366,-0.22699793387482164
9377.2,17213.5,5557.7,2025-07-01 00:00:00,-1.24,0.01,0.99,0.46,0.53,-49900000.0,308.99,14.94,69700000.0,176.96,68.28,-17600000.0,43.2,15.4,18.0,33.0,108.0,60.8,231.7,61.7,321.7,107.6,1.0,80.0,0.00142018,0.000116756,3.41191e-13,-6.57262e-05,0.00045746,68.9817,47.9121,25.8445,43.1372,-47.8478,-68.8096,-26.0809,-0.600098,1.41653,2.53637,1.74459e-06,-1.88259e-06,4.7126e-06,-3.05567e-06,9.77186e-06,-2.89152e-06,-68.98173126248372,-47.91212080785084,-25.844447929665392,3.4428133226358413,1.8574215199785158,3.4709611264111664,92.06649378069194,85.10820757898259,227.19493797316136,0.03235394630810702,0.9976707605265149,-0.060052275133730806,0.9975164559941568,-0.03599315459579705,-0.06054265308937499,-0.0625631055746872,-0.05794433891838169,-0.9963575218806562,-6.702790466714604e-06,-2.9244140169076686e-06,1.420180448362226e-05,39.073569649102794,81.91814158509888,15.242843149752538,184.70023615810769,46.925297677893994,291.6452960668417,0.7686268436379606,0.10914351022057184,-0.6303177527373618,-0.07905988932604863,-0.9615755288057426,-0.26291070024194424,-0.63479312310303,0.2519130734572714,-0.7304638897867661
9619.1,16853.3,5715.4,2025-07-01 00:00:00,-0.42,-0.16,0.84,0.73,0.11,-808000000.0,151.04,14.84,580000000.0,289.13,70.4,-184000000.0,57.67,12.51,258.4,32.1,348.4,114.1,50.6,61.0,140.6,75.7,1.0,80.0,0.0133225,0.000551272,7.36827e-14,0.000546241,-0.00208603,52.7246,37.3723,18.3352,34.3894,-37.2596,-52.2912,-18.8814,-0.346797,1.61937,3.7494,-2.58297e-05,3.43874e-05,-2.9418e-05,-3.20417e-05,0.000103917,0.000114493,-52.724580943958884,-37.37234578181628,-18.335273274224825,6.410756270604528,1.9585682897488823,4.5040000846113,92.46568064869753,82.15432519076714,217.3317240454356,0.03396309996123928,0.9931664305693653,-0.11165549261513823,0.9959888825562132,-0.04288810897002814,-0.0785286949681491,-0.0827807566131665,-0.10854055140398573,-0.9906393365072227,-0.0001841947697940388,3.0109409944345006e-05,0.0001332250598496937,44.643630996096434,50.87316634458736,13.848243391523923,306.78179832352885,42.06883392938201,203.92580682760243,0.5519399359471465,0.4489787958965123,-0.7026950604223554,-0.7776413102497229,0.5813648218159947,-0.23935107383914314,-0.30105863166458613,-0.6785521238565063,-0.670022921630351
9688.8,16780.7,5798.2,2025-07-01 00:00:00,-1.07,0.19,0.81,0.49,0.32,-175000000.0,130.74,32.16,378000000.0,306.17,57.76,9320000.0,39.45,2.06,39.0,77.2,129.0,87.9,228.4,13.0,318.4,99.2,1.0,80.0,0.00853037,0.00277211,1.33252e-13,-0.00338212,0.00477248,45.2704,31.872,19.0419,26.2285,-31.8713,-45.1674,-19.1456,0.389216,0.350149,1.55754,3.0138e-05,7.22577e-05,-5.4671e-05,2.40006e-05,4.97823e-05,-3.73915e-05,-45.270388558204786,-31.87203814377387,-19.04187329802134,3.38957020952345,358.42478655709624,1.7553753300548136,88.52878700366014,86.18192023654342,205.86534179567238,-0.027441108354309584,0.9978733688657593,-0.059124658821742865,0.9992012269301775,0.025662640616696965,-0.030632286525922658,-0.029049848080756075,-0.059918015530211165,-0.9977805057934367,-8.964302328950517e-05,5.206405266967386e-05,8.53036706198313e-05,60.59935618135856,122.35063133799167,27.7148537485691,281.14816310639617,9.04306527825438,15.944313653859979,0.4147185109114106,-0.2626873876016119,-0.8712082948999411,-0.8685684111049798,0.1711646988065777,-0.46507156558214174,0.2712885400049041,0.9495777915881849,-0.1571767978567861
